id,title,abstract,checked_by,kes_check,hji_check,curation_sum,number_of_checks,curation_score,kes_notes,hji_notes
30261835,Sequence homology in eukaryotes (SHOE): interactive visual tool for promoter analysis.,"<h4>Background</h4>Microarray and DNA-sequencing based technologies continue to produce enormous amounts of data on gene expression. This data has great potential to illuminate our understanding of biology and medicine, but the data alone is of limited value without computational tools to allow human investigators to visualize and interpret it in the context of their problem of interest.<h4>Results</h4>We created a web server called SHOE that provides an interactive, visual presentation of the available evidence of transcriptional regulation and gene co-expression to facilitate its exploration and interpretation. SHOE predicts the likely transcription factor binding sites in orthologous promoters of humans, mice, and rats using the combined information of 1) transcription factor binding preferences (position-specific scoring matrix (PSSM) libraries such as Transfac32, Jaspar, HOCOMOCO, ChIP-seq, SELEX, PBM, and iPS-reprogramming factor), 2) evolutionary conservation of putative binding sites in orthologous promoters, and 3) co-expression tendencies of gene pairs based on 1,714 normal human cells selected from the Gene Expression Omnibus Database.<h4>Conclusion</h4>SHOE enables users to explore potential interactions between transcription factors and target genes via multiple data views, discover transcription factor binding motifs on top of gene co-expression, and visualize genes as a network of gene and transcription factors on its native gadget GeneViz, the CellDesigner pathway analyzer, and the Reactome database to search the pathways involved. As we demonstrate here when using the CREB1 and Nf-κB datasets, SHOE can reliably identify experimentally verified interactions and predict plausible novel ones, yielding new biological insights into the gene regulatory mechanisms involved. SHOE comes with a manual describing how to run it on a local PC or via the Garuda platform ( www.garuda-alliance.org ), where it joins other popular gadgets such as the CellDesigner pathway analyzer and the Reactome database, as part of analysis workflows to meet the growing needs of molecular biologists and medical researchers. SHOE is available from the following URL http://ec2-54-150-223-65.ap-northeast-1.compute.amazonaws.com A video demonstration of SHOE can be found here: https://www.youtube.com/watch?v=qARinNb9NtE.",hji,,0,0,1,0.0,,
30445657,"The European Bioinformatics Institute in 2018: tools, infrastructure and training.","The European Bioinformatics Institute (https://www.ebi.ac.uk/) archives, curates and analyses life sciences data produced by researchers throughout the world, and makes these data available for re-use globally (https://www.ebi.ac.uk/). Data volumes continue to grow exponentially: total raw storage capacity now exceeds 160 petabytes, and we manage these increasing data flows while maintaining the quality of our services. This year we have improved the efficiency of our computational infrastructure and doubled the bandwidth of our connection to the worldwide web. We report two new data resources, the Single Cell Expression Atlas (https://www.ebi.ac.uk/gxa/sc/), which is a component of the Expression Atlas; and the PDBe-Knowledgebase (https://www.ebi.ac.uk/pdbe/pdbe-kb), which collates functional annotations and predictions for structure data in the Protein Data Bank. Additionally, Europe PMC (http://europepmc.org/) has added preprint abstracts to its search results, supplementing results from peer-reviewed publications. EMBL-EBI maintains over 150 analytical bioinformatics tools that complement our data resources. We make these tools available for users through a web interface as well as programmatically using application programming interfaces, whilst ensuring the latest versions are available for our users. Our training team, with support from all of our staff, continued to provide on-site, off-site and web-based training opportunities for thousands of researchers worldwide this year.",hji,,0,0,1,0.0,,EBI not a database in and of itself
30535305,PopViz: a webserver for visualizing minor allele frequencies and damage prediction scores of human genetic variations.,"<h4>Summary</h4>Next-generation sequencing (NGS) generates large amounts of genomic data and reveals about 20 000 genetic coding variants per individual studied. Several mutation damage prediction scores are available to prioritize variants, but there is currently no application to help investigators to determine the relevance of the candidate genes and variants quickly and visually from population genetics data and deleteriousness scores. Here, we present PopViz, a user-friendly, rapid, interactive, mobile-compatible webserver providing a gene-centric visualization of the variants of any human gene, with (i) population-specific minor allele frequencies from the gnomAD population genetic database; (ii) mutation damage prediction scores from CADD, EIGEN and LINSIGHT and (iii) amino-acid positions and protein domains. This application will be particularly useful in investigations of NGS data for new disease-causing genes and variants, by reinforcing or rejecting the plausibility of the candidate genes, and by selecting and prioritizing, the candidate variants for experimental testing.<h4>Availability and implementation</h4>PopViz webserver is freely accessible from http://shiva.rockefeller.edu/PopViz/.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.",hji,,0,0,1,0.0,,
30666329,BINOPtimal: a web tool for optimal chiral phosphoric acid catalyst selection.,"A catalyst selection program, BINOPtimal, has been developed. This interactive web tool selects the best performing chiral phosphoric acid catalysts from analysis of the starting materials, imine and nucleophile, on the basis of rules derived from the transformations within its database. This procedure has been applied to an example transformation demonstrating the potential to assist reaction design. The tool is available at www-mmm.ch.cam.ac.uk.",hji,,0,0,1,0.0,,
30916462,MolTarPred: A web tool for comprehensive target prediction with reliability estimation.,"Molecular target prediction can provide a starting point to understand the efficacy and side effects of phenotypic screening hits. Unfortunately, the vast majority of in silico target prediction methods are not available as web tools. Furthermore, these are limited in the number of targets that can be predicted, do not estimate which target predictions are more reliable and/or lack comprehensive retrospective validations. We present MolTarPred ( http://moltarpred.marseille.inserm.fr/), a user-friendly web tool for predicting protein targets of small organic compounds. It is powered by a large knowledge base comprising 607,659 compounds and 4,553 macromolecular targets collected from the ChEMBL database. In about 1 min, the predicted targets for the supplied molecule will be listed in a table. The chemical structures of the query molecule and the most similar compounds annotated with the predicted target will also be shown to permit visual inspection and comparison. Practical examples of the use of MolTarPred are showcased. MolTarPred is a new resource for scientists that require a more complete knowledge of the polypharmacology of a molecule. The introduction of a reliability score constitutes an attractive functionality of MolTarPred, as it permits focusing experimental confirmatory tests on the most reliable predictions, which leads to higher prospective hit rates.",hji,,0,0,1,0.0,,
31012755,"Integration of wheelchair service provision education: current situation, facilitators and barriers for academic rehabilitation programs worldwide.","<b>Purpose:</b> An estimated 75 million people with disabilities need wheelchairs globally, of whom 5-15% have one. Access to an appropriate wheelchair requires rehabilitation professionals trained to provide wheelchair service. One aim of the International Society of Wheelchair Professionals (ISWP) is to promote and facilitate the integration of wheelchair service provision education into academic rehabilitation programs worldwide. To inform the development of integration strategies, the purpose of this study was to develop an in-depth global portrait of the wheelchair service provision education offered in academic rehabilitation programs, the process of its integration and the associated facilitators and barriers.<b>Method:</b> Semi-structured qualitative interviews were conducted with a purposive sample of 14 representatives from academic rehabilitation programs (i.e., occupational therapy, physical therapy, and prosthetics and orthotics) in 11 countries, including low, middle and upper resourced settings.<b>Findings:</b> Thematic data analyses identified three overarching themes. The first theme, ""impact of context"", portrays factors related to local population needs, governance and supply chain of equipment and service delivery. The second theme, ""current and planned wheelchair education"", describes the content, pedagogic approach, student evaluation and feedback process. The third theme, ""integration process"", details five states of this process.<b>Conclusions:</b> This study describes in-depth the wheelchair service provision education across academic rehabilitation programs and resource settings, illustrating the context-dependent nature of its integration. This understanding may assist the global community of educators in preparing future rehabilitation professionals to better serve wheelchair users. This work has informed the development of ISWP's Seating and Mobility Academic Resource Toolkit (http://smart.wheelchairnetwork.org/).Implications for RehabilitationThe <i>Dynamics of Context-Dependent Integration of Wheelchair Service Provision Education in Curricula</i> model, depicting the findings of this study, may help to inform key stakeholders (i.e., academic institutions, health care providers and policy makers) about potential barriers and facilitators to the implementation of adequate wheelchair service provision education in the curricula of academic rehabilitation program.Study findings may lead to creative strategies, such as the expansion of ISWP's Seating and Mobility Academic Resource Toolkit (SMART; http://smart.wheelchairnetwork.org/), that may enable academic rehabilitation programs to be a part of the solution to strengthening rehabilitation systems worldwide, through appropriately trained rehabilitation professionals in wheelchair service provision.",hji,,0,0,1,0.0,,
31073610,"The barcode, UMI, set format and BUStools.","<h4>Summary</h4>We introduce the Barcode-UMI-Set format (BUS) for representing pseudoalignments of reads from single-cell RNA-seq experiments. The format can be used with all single-cell RNA-seq technologies, and we show that BUS files can be efficiently generated. BUStools is a suite of tools for working with BUS files and facilitates rapid quantification and analysis of single-cell RNA-seq data. The BUS format therefore makes possible the development of modular, technology-specific and robust workflows for single-cell RNA-seq analysis.<h4>Availability and implementation</h4>http://BUStools.github.io/ and http://pachterlab.github.io/kallisto/singlecell.html.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.",hji,,0,0,1,0.0,,
31106379,Drug ReposER: a web server for predicting similar amino acid arrangements to known drug binding interfaces for potential drug repositioning.,"A common drug repositioning strategy is the re-application of an existing drug to address alternative targets. A crucial aspect to enable such repurposing is that the drug's binding site on the original target is similar to that on the alternative target. Based on the assumption that proteins with similar binding sites may bind to similar drugs, the 3D substructure similarity data can be used to identify similar sites in other proteins that are not known targets. The Drug ReposER (DRug REPOSitioning Exploration Resource) web server is designed to identify potential targets for drug repurposing based on sub-structural similarity to the binding interfaces of known drug binding sites. The application has pre-computed amino acid arrangements from protein structures in the Protein Data Bank that are similar to the 3D arrangements of known drug binding sites thus allowing users to explore them as alternative targets. Users can annotate new structures for sites that are similarly arranged to the residues found in known drug binding interfaces. The search results are presented as mappings of matched sidechain superpositions. The results of the searches can be visualized using an integrated NGL viewer. The Drug ReposER server has no access restrictions and is available at http://mfrlab.org/drugreposer/.",hji,,0,0,1,0.0,,
31114875,GEPIA2: an enhanced web server for large-scale expression profiling and interactive analysis.,"Introduced in 2017, the GEPIA (Gene Expression Profiling Interactive Analysis) web server has been a valuable and highly cited resource for gene expression analysis based on tumor and normal samples from the TCGA and the GTEx databases. Here, we present GEPIA2, an updated and enhanced version to provide insights with higher resolution and more functionalities. Featuring 198 619 isoforms and 84 cancer subtypes, GEPIA2 has extended gene expression quantification from the gene level to the transcript level, and supports analysis of a specific cancer subtype, and comparison between subtypes. In addition, GEPIA2 has adopted new analysis techniques of gene signature quantification inspired by single-cell sequencing studies, and provides customized analysis where users can upload their own RNA-seq data and compare them with TCGA and GTEx samples. We also offer an API for batch process and easy retrieval of the analysis results. The updated web server is publicly accessible at http://gepia2.cancer-pku.cn/.",hji,,0,0,1,0.0,,
31114876,"BEERE: a web server for biomedical entity expansion, ranking and explorations.","BEERE (Biomedical Entity Expansion, Ranking and Explorations) is a new web-based data analysis tool to help biomedical researchers characterize any input list of genes/proteins, biomedical terms or their combinations, i.e. 'biomedical entities', in the context of existing literature. Specifically, BEERE first aims to help users examine the credibility of known entity-to-entity associative or semantic relationships supported by database or literature references from the user input of a gene/term list. Then, it will help users uncover the relative importance of each entity-a gene or a term-within the user input by computing the ranking scores of all entities. At last, it will help users hypothesize new gene functions or genotype-phenotype associations by an interactive visual interface of constructed global entity relationship network. The output from BEERE includes: a list of the original entities matched with known relationships in databases; any expanded entities that may be generated from the analysis; the ranks and ranking scores reported with statistical significance for each entity; and an interactive graphical display of the gene or term network within data provenance annotations that link to external data sources. The web server is free and open to all users with no login requirement and can be accessed at http://discovery.informatics.uab.edu/beere/.",hji,,0,0,1,0.0,,
31139843,Erratum to: Stroke in patients with prosthetic valve endocarditis : Single-center cohort study in China.,Erratum to:Herz 2019 https://doi.org/10.1007/s00059-019-4809-4 The original article has been corrected. The data given in Table 4 for patient No. 13 were wrong. Please find here the corrected Table.The authors and publisher apologize for this ….,hji,,0,0,1,0.0,,
31165321,I-PINE web server: an integrative probabilistic NMR assignment system for proteins.,"Various methods for understanding the structural and dynamic properties of proteins rely on the analysis of their NMR chemical shifts. These methods require the initial assignment of NMR signals to particular atoms in the sequence of the protein, a step that can be very time-consuming. The probabilistic interaction network of evidence (PINE) algorithm for automated assignment of backbone and side chain chemical shifts utilizes a Bayesian probabilistic network model that analyzes sequence data and peak lists from multiple NMR experiments. PINE, which is one of the most popular and reliable automated chemical shift assignment algorithms, has been available to the protein NMR community for longer than a decade. We announce here a new web server version of PINE, called Integrative PINE (I-PINE), which supports more types of NMR experiments than PINE (including three-dimensional nuclear Overhauser enhancement and four-dimensional J-coupling experiments) along with more comprehensive visualization of chemical shift based analysis of protein structure and dynamics. The I-PINE server is freely accessible at http://i-pine.nmrfam.wisc.edu . Help pages and tutorial including browser capability are available at: http://i-pine.nmrfam.wisc.edu/instruction.html . Sample data that can be used for testing the web server are available at: http://i-pine.nmrfam.wisc.edu/examples.html .",hji,,0,0,1,0.0,,
31318409,PTM-Logo: a program for generation of sequence logos based on position-specific background amino-acid probabilities.,"<h4>Summary</h4>Identification of the amino-acid motifs in proteins that are targeted for post-translational modifications (PTMs) is of great importance in understanding regulatory networks. Information about targeted motifs can be derived from mass spectrometry data that identify peptides containing specific PTMs such as phosphorylation, ubiquitylation and acetylation. Comparison of input data against a standardized 'background' set allows identification of over- and under-represented amino acids surrounding the modified site. Conventionally, calculation of targeted motifs assumes a random background distribution of amino acids surrounding the modified position. However, we show that probabilities of amino acids depend on (i) the type of the modification and (ii) their positions relative to the modified site. Thus, software that identifies such over- and under-represented amino acids should make appropriate adjustments for these effects. Here we present a new program, PTM-Logo, that generates representations of these amino acid preferences ('logos') based on position-specific amino-acid probability backgrounds calculated either from user-input data or curated databases.<h4>Availability and implementation</h4>PTM-Logo is freely available online at http://sysbio.chula.ac.th/PTMLogo/ or https://hpcwebapps.cit.nih.gov/PTMLogo/.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.",hji,,0,0,1,0.0,,
31329242,Genetic association testing using the GENESIS R/Bioconductor package.,"<h4>Summary</h4>The Genomic Data Storage (GDS) format provides efficient storage and retrieval of genotypes measured by microarrays and sequencing. We developed GENESIS to perform various single- and aggregate-variant association tests using genotype data stored in GDS format. GENESIS implements highly flexible mixed models, allowing for different link functions, multiple variance components and phenotypic heteroskedasticity. GENESIS integrates cohesively with other R/Bioconductor packages to build a complete genomic analysis workflow entirely within the R environment.<h4>Availability and implementation</h4>https://bioconductor.org/packages/GENESIS; vignettes included.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.",hji,,0,0,1,0.0,,
31501868,Diurnal.plant.tools: Comparative Transcriptomic and Co-expression Analyses of Diurnal Gene Expression of the Archaeplastida Kingdom.,"Almost all organisms coordinate some aspects of their biology through the diurnal cycle. Photosynthetic organisms, and plants especially, have established complex programs that coordinate physiological, metabolic and developmental processes with the changing light. The diurnal regulation of the underlying transcriptional processes is observed when groups of functionally related genes (gene modules) are expressed at a specific time of the day. However, studying the diurnal regulation of these gene modules in the plant kingdom was hampered by the large amount of data required for the analyses. To meet this need, we used gene expression data from 17 diurnal studies spanning the whole Archaeplastida kingdom (Plantae kingdom in the broad sense) to make an online diurnal database. We have equipped the database with tools that allow user-friendly cross-species comparisons of gene expression profiles, entire co-expression networks, co-expressed clusters (involved in specific biological processes), time-specific gene expression and others. We exemplify how these tools can be used by studying three important biological questions: (i) the evolution of cell division, (ii) the diurnal control of gene modules in algae and (iii) the conservation of diurnally controlled modules across species. The database is freely available at http://diurnal.plant.tools.",hji,,0,0,1,0.0,,
31504168,CROSSalive: a web server for predicting the in vivo structure of RNA molecules.,"MOTIVATION:RNA structure is difficult to predict in vivo due to interactions with enzymes and other molecules. Here we introduce CROSSalive, an algorithm to predict the single- and double-stranded regions of RNAs in vivo using predictions of protein interactions. RESULTS:Trained on icSHAPE data in presence (m6a+) and absence of N6 methyladenosine modification (m6a-), CROSSalive achieves cross-validation accuracies between 0.70 and 0.88 in identifying high-confidence single- and double-stranded regions. The algorithm was applied to the long non-coding RNA Xist (17 900 nt, not present in the training) and shows an Area under the ROC curve of 0.83 in predicting structured regions. AVAILABILITY AND IMPLEMENTATION:CROSSalive webserver is freely accessible at http://service.tartaglialab.com/new_submission/crossalive. SUPPLEMENTARY INFORMATION:Supplementary data are available at Bioinformatics online.",hji,,0,0,1,0.0,,
31589313,WASPS: web-assisted symbolic plasmid synteny server.,"<h4>Motivation</h4>Comparative plasmid genome analyses require complex tools, the manipulation of large numbers of sequences and constitute a daunting task for the wet bench experimentalist. Dedicated plasmid databases are sparse, only comprise bacterial plasmids and provide exclusively access to sequence similarity searches.<h4>Results</h4>We have developed Web-Assisted Symbolic Plasmid Synteny (WASPS), a web service granting protein and DNA sequence similarity searches against a database comprising all completely sequenced natural plasmids from bacterial, archaeal and eukaryal origin. This database pre-calculates orthologous protein clustering and enables WASPS to generate fully resolved plasmid synteny maps in real time using internal and user-provided DNA sequences.<h4>Availability and implementation</h4>WASPS queries befit all current browsers such as Firefox, Edge or Safari while the best functionality is achieved with Chrome. Internet Explorer is not supported. WASPS is freely accessible at https://archaea.i2bc.paris-saclay.fr/wasps/.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.",hji,,0,0,1,0.0,,
31598083,Construction of a core collection of eggplant (<i>Solanum melongena</i> L.) based on genome-wide SNP and SSR genotypes.,"A core collection of eggplant (<i>Solanum melongena</i> L.) was developed based on a dataset of genome-wide 831 SNP and 50 SSR genotypes analyzed in 893 accessions of eggplant genetic resources collected in the NARO Genebank using the Core Hunter II program. The 893 accessions were collected worldwide, mainly Asia. Genetic variation and population structure among the 893 eggplant accessions were characterized. The genetic diversity of the Asian accessions, especially the South Asian and Southeast Asian accessions, forming the center of diversity in eggplant, was higher than that of the other regions. The resulting core collection, World Eggplant Core (WEC) collection consisted of 100 accessions basically collected from the high genetic diversity countries. Based on the results of the cluster and STRUCTURE analyses with SNP genotypes, the WEC collection was divided into four clusters (S1-S4). Each cluster corresponds to a geographical group as below, S1; the European, American and African countries, S2; the East Asian countries, S3; the Southeast Asian countries, S4; the South Asian and Southeast Asian countries. The genotype and phenotype data of the WEC collection are available from the VegMarks database (https://vegmarks.nivot.affrc.go.jp/resource/), and seed samples are available from the NARO Genebank (https://www.gene.affrc.go.jp/databases-core_collections.php).",hji,,0,0,1,0.0,,not descriptive of resource
31664036,Prenatal hypoxia-induced epigenomic and transcriptomic reprogramming in rat fetal and adult offspring hearts.,"The molecular mechanism of antenatal hypoxia impacting on fetal heart development and elevated risk of heart disease of adult offspring is poorly understood. We present a dataset integrating DNA methylome and transcriptome analyses of antenatal hypoxia affecting rat fetal and adult offspring hearts to understand hypoxia-mediated epigenomic reprogramming of the heart development. We showed that antenatal hypoxia not only induced DNA methylomic and transcriptomic changes in the fetal hearts, but also had a delayed and lasting effect on the adult offspring hearts. Of interest, antenatal hypoxia induced opposite changes in DNA methylation patterns in fetal and adult hearts, with a hypermethylation in the fetus and a hypomethylation in the adult. An extensive preprocessing, quality assessment, and downstream data analyses were performed on the genomic dataset so that the research community may take advantage of the public resource. These dataset could be exploited as a comprehensive resource for understanding fetal hypoxia-mediated epigenetic reprogramming in the heart development and further developmental programming of heart vulnerability to disease later in life.Figshare doi: https://doi.org/10.6084/m9.figshare.9948572.",hji,,0,0,1,0.0,,
