ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries
24888382,AAIR,0.995133579,AAIR,0.995133579,Allergic Airway Inflammation Repository,0.976998336,1,http://aair.cimed.ike.liu.se,"HTTPConnectionPool(host='aair.cimed.ike.liu.se', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f7b503c5a00>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,no_wayback,2014-06-03,"Department of Clinical and Experimental Medicine, Centre for Individualised Medicine, LinkÃ¶ping University, LinkÃ¶ping, Sweden.","Gawel DR, Rani James A, Benson M, LiljenstrÃ¶m R, Muraro A, Nestor CE, Zhang H, Gustafsson M",,,0.0,Sweden
25465051,A-WINGS,0.987336159,A-WINGS,0.987336159,,0,1,http://bioinf.mind.meiji.ac.jp/a-wings,"HTTPConnectionPool(host='bioinf.mind.meiji.ac.jp', port=80): Max retries exceeded with url: /a-wings (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f7b503c5a30>: Failed to establish a new connection: [Errno -5] No address associated with hostname'))",,,http://web.archive.org/web/20211128172638/http://bioinf.mind.meiji.ac.jp/a-wings/,2014-12-03,None,"Yamamoto N, Suzuki T, Kobayashi M, Dohra H, Sasaki Y, Hirai H, Yokoyama K, Kawagishi H, Yano K",,,1.0,
26490961,5SRNAdb,0.94896158,5SRNAdb,0.94896158,,0,1,http://combio.pl/5srnadb,301,,"(52.4069,16.9299)",no_wayback,2015-10-20,"Department of Computational Biology, Institute of Molecular Biology and Biotechnology, Adam Mickiewicz University, 61-614 Poznan, Poland mszyman@amu.edu.pl.","Szymanski M, Zielezinski A, Barciszewski J, Erdmann VA, Karlowski WM",,,17.0,Poland
"27924021, 32162267",AAgAtlas,0.991741061,AAgAtlas,0.991741061,,0,2,http://biokb.ncpsb.org/aagatlas,301,,"(22.2783,114.1747)",no_wayback,2020-01-01,"State Key Laboratory of Proteomics, Beijing Proteome Research Center, National Center for Protein Sciences-Beijing (PHOENIX Center), Beijing Institute of Radiation Medicine, Beijing 102206, China., State Key Laboratory of Proteomics, Beijing Proteome Research Center, National Center for Protein Sciences-Beijing (PHOENIX Center), Beijing Institute of Lifeomics, Beijing, China.","Wang D, Yang L, Zhang P, LaBaer J, Hermjakob H, Li D, Yu X, Wang D, Zhang Y, Meng Q, Yu X",", ",", ",18.0,"China, China"
28365738,ABCMdb,0.99738276,ABCMdb,0.99738276,,0,1,http://abcm2.hegelab.org,200,,"(47.4984,19.0404)",http://web.archive.org/web/20220810212250/http://abcm2.hegelab.org/,2017-01-01,"MTA-SE Molecular Biophysics Research Group, Hungarian Academy of Sciences and Department of Biophysics and Radiation Biology, Semmelweis University, Budapest 1094, Hungary.","Tordai H, Jakab K, Gyimesi G, AndrÃ¡s K, BrÃ³zik A, Sarkadi B, Hegedus T",,,3.0,Hungary
28779078,A2MDB,0.993841752,A2MDB,0.993841752,Aspergillus Secondary Metabolites Database,0.987300144,1,http://www.iictindia.org/A2MDB,302,,"(17.4177,78.5190)",no_wayback,2017-08-04,"Pharmacology & Toxicology Division, CSIR-Indian Institute of Chemical Technology (IICT), Uppal Road, Tarnaka, Hyderabad, 500 607, India.","Vadlapudi V, Borah N, Yellusani KR, Gade S, Reddy P, Rajamanikyam M, Vempati LNS, Gubbala SP, Chopra P, Upadhyayula SM, Amanchy R",,,20.0,India
28977551,AAgMarker,0.988109291,AAgMarker,0.988109291,,0,1,http://bioinfo.wilmer.jhu.edu/AAgMarker,404,,,no_wayback,2018-01-01,"Department of Ophthalmology, Johns Hopkins School of Medicine, Baltimore, MD 21205, USA.","Pan J, Liu S, Zhu H, Qian J",,"NIGMS NIH HHS, NEI NIH HHS",1.0,United States
29156005,aBiofilm,0.9043421,aBiofilm,0.9043421,,0,1,http://bioinfo.imtech.res.in/manojk/abiofilm,404,,,http://web.archive.org/web/20220225182742/https://bioinfo.imtech.res.in/manojk/abiofilm/,2018-01-01,"Bioinformatics Centre, Institute of Microbial Technology, Council of Scientific and Industrial Research (CSIR), Sector 39-A, Chandigarh 160036, India.","Rajput A, Thakur A, Sharma S, Kumar M",,,22.0,India
31832668,AcetoBase,0.99637115,AcetoBase,0.99637115,,0,1,http://acetobase.molbio.slu.se,301,,"(59.8588,17.6389)",http://web.archive.org/web/20220331003305/https://acetobase.molbio.slu.se/,2019-01-01,"Department of Molecular Sciences, Swedish University of Agricultural Sciences, Uppsala BioCenter, Box 7025, SE-750 07 Uppsala, Sweden.","Singh A, MÃ¼ller B, Fuxelius HH, SchnÃ¼rer A",,"Swedish Energy Agency, Interreg Europe, VÃ¤stra GÃ¶taland Region",5.0,Sweden
33169878,A.P.E.S,0.811360155,A.P.E.S,0.811360155,,0,1,http://apeswiki.eva.mpg.de,"HTTPConnectionPool(host='apeswiki.eva.mpg.de', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f7b503c59d0>: Failed to establish a new connection: [Errno 111] Connection refused'))",,,no_wayback,2020-11-10,"Department of Primatology, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany.","Heinicke S, Ordaz-NÃ©meth I, Junker J, Bachmann ME, Marrocoli S, Wessling EG, Byler D, Cheyne SM, Desmond J, Dowd D, Fitzgerald M, Fourrier M, Goedmakers A, Hernandez-Aguilar RA, Hillers A, Hockings KJ, Jones S, Kaiser M, Koops K, Lapuente JM, Maisels F, Riedel J, Terrade E, Tweh CG, Vergnes V, Vogt T, Williamson EA, KÃ¼hl HS",,"Max-Planck-Gesellschaft, Robert Bosch Stiftung",0.0,Germany
20949389,ACSR,0.963491698,ACSR,0.963491698,AIDS and Cancer Specimen Resource,0.931551437,1,http://acsr.ucsf.edu,301,,"(37.7749,-122.4194)",http://web.archive.org/web/20200729012332/https://acsr.ucsf.edu/,2011-01-01,"Department of Pathology, College of Medicine and Public Health, The Ohio State University, Columbus, OH, USA.","Ayers LW, Silver S, Orenstein JM, McGrath MS, Garcia DL",,NCI NIH HHS,4.0,United States
22829726,Actinobase,0.993042409,Actinobase,0.993042409,,0,1,http://www.actinobase.in,"HTTPConnectionPool(host='www.actinobase.in', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f7b5039f250>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,http://web.archive.org/web/20180320222043/http://actinobase.in/,2012-06-16,"Department of Biosciences, Saurashtra University, Rajkot, Gujarat, India-360 005.","Sharma AK, Gohel S, Singh SP",,,3.0,India
25229122,ACPro,0.962495983,ACPro,0.962495983,,0,1,http://www.ats.amherst.edu/protein,301,,"(42.3671,-72.4646)",http://web.archive.org/web/20210301185544/https://www.ats.amherst.edu/protein/,2014-10-14,"Department of Mathematics and Statistics, Amherst College, Amherst, Massachusetts.","Wagaman AS, Coburn A, Brand-Thomas I, Dash B, Jaswal SS",,NSF (UBM-Institutional-Collaborative: The Four-College Biomath Consortium),6.0,
29126202,ActiveDriverDB,0.994272113,ActiveDriverDB,0.994272113,,0,1,http://www.ActiveDriverDB.org,302,,"(43.7001,-79.4163)",http://web.archive.org/web/20221017121141/https://activedriverdb.org/,2018-01-01,"Computational Biology Program, Ontario Institute for Cancer Research, Toronto, Ontario, Canada.","Krassowski M, Paczkowska M, Cullion K, Huang T, Dzneladze I, Ouellette BFF, Yamada JT, Fradet-Turcotte A, Reimand J",,,27.0,Canada
29956270,AD&FTD,0.950616956,AD&FTD,0.950616956,,0,1,http://www.molgen.vib-ua.be/FTDmutations,301,,"(51.2205,4.4003)",http://web.archive.org/web/20151001064408/http://www.molgen.vib-ua.be:80/FTDMutations/,2018-01-01,"Neurodegenerative Brain Diseases Group, Center for Molecular Neurology, VIB, University of Antwerp - CDE, Antwerp, Belgium.","Cruts M, Van Broeckhoven C",,,1.0,Belgium
32702093,AciDB,0.99098736,AciDB,0.99098736,,0,1,"http://AciDB.cl, http://gitlab.com/Hawkline451/acidb","308, 301",,"(34.0183,-117.8546), (37.7621,-122.3971)","http://web.archive.org/web/20220809105104/https://acidb.cl/, no_wayback",2020-12-01,"Center for Bioinformatics and Genome Biology, FundaciÃ³n Ciencia & Vida, Santiago, Chile.","Neira G, Cortez D, Jil J, Holmes DS",,"FONDECYT, FundaciÃ³n Ciencia &amp; Vida, Programa de Apoyo a Centros con Financiamiento Basal",3.0,Chile
33068435,AcrDB,0.997832954,AcrDB,0.997832954,,0,1,http://bcb.unl.edu/AcrDB,302,,"(40.8000,-96.6670)",http://web.archive.org/web/20220721183718/https://bcb.unl.edu/AcrDB/,2021-01-01,"Department of Genetics, University of North Carolina at Chapel Hill, NC, USA.","Huang L, Yang B, Yi H, Asif A, Wang J, Lithgow T, Zhang H, Minhas FUAA, Yin Y",,"United States Department of Agriculture, National Science Foundation, UNL",7.0,United States
33137193,AcrHub,0.99744314,AcrHub,0.99744314,,0,1,http://pacrispr.erc.monash.edu/AcrHub,302,,"(37.5331,-122.2486)",http://web.archive.org/web/20221027110039/https://pacrispr.erc.monash.edu/AcrHub/,2021-01-01,"Infection and Immunity Program, Biomedicine Discovery Institute and Department of Microbiology, Monash University, VIC 3800, Australia.","Wang J, Dai W, Li J, Li Q, Xie R, Zhang Y, Stubenrauch C, Lithgow T",,National Health and Medical Research Council,3.0,Australia
34025933,AddictGene,0.997377753,AddictGene,0.997377753,,0,1,http://159.226.67.237/sun/addictgedb,301,,"(39.9075,116.3972)",no_wayback,2021-04-19,"CAS Key Laboratory of Mental Health, Institute of Psychology, Chinese Academy of Sciences, Beijing 100101, China.","Shi L, Wang Y, Li C, Zhang K, Du Q, Zhao M",,National Natural Science Foundation of China,1.0,China
34497528,ACNPD,0.9954561,ACNPD,0.9954561,anti-cancer natural product database,0.887865017,1,http://www.acnpd-fu.com,200,,"(39.9075,116.3972)",http://web.archive.org/web/20220709072601/http://www.acnpd-fu.com/,2021-08-23,"School of Life Science and Engineering, Southwest Jiaotong University, Chengdu, China.","Tan X, Fu J, Yuan Z, Zhu L, Fu L",,,0.0,China
22080511,ADHDgene,0.933751583,ADHDgene,0.933751583,,0,1,http://adhd.psych.ac.cn,"HTTPConnectionPool(host='adhd.psych.ac.cn', port=80): Max retries exceeded with url: / (Caused by ReadTimeoutError(""HTTPConnectionPool(host='adhd.psych.ac.cn', port=80): Read timed out. (read timeout=5)""))",,,http://web.archive.org/web/20220124054010/http://adhd.psych.ac.cn/,2011-11-10,"Key Laboratory of Mental Health, Institute of Psychology, Chinese Academy of Sciences, Beijing 100101, China.","Zhang L, Chang S, Li Z, Zhang K, Du Y, Ott J, Wang J",,,32.0,China
22682155,AFFINOMICS,0.97896564,AFFINOMICS,0.97896564,,0,1,http://www.affinomics.org,"HTTPConnectionPool(host='www.affinomics.org', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f7b503fb340>, 'Connection to www.affinomics.org timed out. (connect timeout=5)'))",,,http://web.archive.org/web/20190205045454/http://www.affinomics.org:80/?,2012-06-01,None,"Stoevesandt O, Taussig MJ",,"EU 7th Framework Programme, Biotechnology and Biological Sciences Research Council",15.0,
23092397,admetSAR,0.990115881,admetSAR,0.990115881,,0,1,http://www.admetexp.org,302,,"(-37.9747,145.0269)",http://web.archive.org/web/20220617194242/http://www.admetexp.org/,2012-11-01,"Shanghai Key Laboratory of New Drug Design, School of Pharmacy, East China University of Science and Technology, 130 Meilong Road, Shanghai 200237, China.","Cheng F, Li W, Zhou Y, Shen J, Wu Z, Liu G, Lee PW, Tang Y",,,380.0,"China, China"
25048123,AgAbDb,0.995833278,AgAbDb,0.995833278,Antigen-Antibody Interaction Database,0.982613113,1,http://bioinfo.net.in/AgAbDb.htm,403,,,no_wayback,2014-01-01,"Bioinformatics Centre, University of Pune, Ganeshkhind Road, Pune, 411007, Maharashtra, India, urmila@bioinfo.net.in.","Kulkarni-Kale U, Raskar-Renuse S, Natekar-Kalantre G, Saxena SA",,,6.0,India
25361966,ADReCS,0.995718002,ADReCS,0.995718002,Adverse Drug Reaction Classification System,0.979371885,1,http://bioinf.xmu.edu.cn/ADReCS,302,,"(39.9906,116.2887)",http://web.archive.org/web/20220616010942/http://bioinf.xmu.edu.cn/ADReCS/,2014-10-31,"State Key Laboratory of Stress Cell Biology, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, P.R. China.","Cai MC, Xu Q, Pan YJ, Pan W, Ji N, Li YB, Jin HJ, Liu K, Ji ZL",,,25.0,China
27507885,ADPriboDB,0.997497678,ADPriboDB,0.997497678,,0,1,http://ADPriboDB.leunglab.org,405,,,http://web.archive.org/web/20201103132030/http://adpribodb.leunglab.org/,2016-08-09,"Department of Biochemistry and Molecular Biology, Bloomberg School of Public Health, Johns Hopkins University, Baltimore, MD 21205, USA.","Vivelo CA, Wat R, Agrawal C, Tee HY, Leung AK",,NIGMS NIH HHS,24.0,United States
30239679,AgBioData,0.996884644,AgBioData,0.996884644,,0,1,http://www.agbiodata.org,302,,"(46.7313,-117.1796)",http://web.archive.org/web/20221006060918/https://www.agbiodata.org/,2018-01-01,"Corn Insects and Crop Genetics Research Unit, USDA-ARS, Ames, IA, USA.","Harper L, Campbell J, Cannon EKS, Jung S, Poelchau M, Walls R, Andorf C, Arnaud E, Berardini TZ, Birkett C, Cannon S, Carson J, Condon B, Cooper L, Dunn N, Elsik CG, Farmer A, Ficklin SP, Grant D, Grau E, Herndon N, Hu ZL, Humann J, Jaiswal P, Jonquet C, Laporte MA, Larmande P, Lazo G, McCarthy F, Menda N, Mungall CJ, Munoz-Torres MC, Naithani S, Nelson R, Nesdill D, Park C, Reecy J, Reiser L, Sanderson LA, Sen TZ, Staton M, Subramaniam S, Tello-Ruiz MK, Unda V, Unni D, Wang L, Ware D, Wegrzyn J, Williams J, Woodhouse M, Yu J, Main D",,"National Science Foundation, U.S. Department of Agriculture, National Institutes of Health, International Center for Tropical Agriculture, The US Land Grant Universities, National Science Foundation, U.S. Department of Agriculture, U.S. Department of Agriculture, Fondazione Edmund Mach, US Dry Pea and Lentil Council, Washington Tree Fruit Research, National Science Foundation, U.S. Department of Agriculture, National Science Foundation, U.S. Department of Agriculture, U.S. Department of Agriculture, Bill and Melinda Gates Foundation, Agence Nationale de la Recherche, Consultative Group for International Agricultural Research, Research and Innovation Center, National Science Foundation, National Science Foundation, U.S. Department of Energy, National Science Foundation, National Science Foundation, U.S. Department of Agriculture, U.S. Department of Agriculture, National Institutes of Health, The Northern Pulse Growers, U.S. Department of Agriculture, U.S. Department of Agriculture, University of Montpellier, U.S. Department of Agriculture, U.S. Department of Agriculture, Bill and Melinda Gates Foundation",15.0,United States
31648087,AdditiveChem,0.995760739,AdditiveChem,0.995760739,,0,1,http://www.rxnfinder.org/additivechem,301,,"(39.9075,116.3972)",http://web.archive.org/web/20220527215043/http://www.rxnfinder.org/additivechem/,2019-09-11,"CAS Key Laboratory of Computational Biology, CAS-MPG Partner Institute for Computational Biology, Shanghai Institute of Nutrition and Health, Shanghai Institutes for Biological Sciences, University of Chinese Academy of Sciences, Chinese Academy of Sciences, Shanghai 200333, PR China.","Zhang D, Cheng X, Sun D, Ding S, Cai P, Yuan L, Tian Y, Tu W, Hu QN",,"CAS, Natural Science Foundation of Tianjin, National Key Research and Development Program of China, National Science Foundation of China, Chinese Academy of Sciences, CAS",0.0,China
32291734,AELP,0.983020544,AELP,0.983020544,Auditory English Lexicon Project,0.609619483,1,http://inetapps.nus.edu.sg/aelp,"HTTPConnectionPool(host='inetapps.nus.edu.sg', port=80): Max retries exceeded with url: /aelp (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f7b5038eb20>: Failed to establish a new connection: [Errno 111] Connection refused'))",,,http://web.archive.org/web/20211027004053/https://inetapps.nus.edu.sg/aelp/,2020-10-01,"Department of Psychology, National University of Singapore, Singapore, 117570, Singapore. psygohw@nus.edu.sg.","Goh WD, Yap MJ, Chee QW",,,1.0,"Singapore, Singapore, Singapore"
33401309,ADeditome,0.997124791,ADeditome,0.997124791,,0,1,http://ccsm.uth.edu/ADeditome,302,,"(29.7633,-95.3633)",http://web.archive.org/web/20211028055748/https://ccsm.uth.edu/ADeditome/,2021-09-01,"School of Life Science and Technology, Xidian University, Xi'an, China.","Wu S, Yang M, Kim P, Zhou X",,"National Institutes of Health, National Institutes of Health, National Institutes of Health",2.0,China
21148158,AID-Net,0.68992514,AID-Net,0.68992514,,0,1,http://www.aid-register.uk-essen.de,"HTTPConnectionPool(host='www.aid-register.uk-essen.de', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f7b503c5070>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,http://web.archive.org/web/20121116071806/http://www.aid-register.uk-essen.de/,2011-01-01,"Department of Paediatric Rheumatology, Children's Hospital, University Duisburg-Essen, Essen, Germany. elke.lainka@uni-due.de","Lainka E, Bielak M, Hilger V, Basu O, Neudorf U, Wittkowski H, Holzinger D, Roth J, Niehues T, Foell D",,,20.0,Germany
22084200,AH-DB,0.99563925,AH-DB,0.99563925,Apo-Holo DataBase,0.77852336,1,"http://ahdb.ee.ncku.edu.tw/, http://ahdb.csbb.ntu.edu.tw","200, HTTPConnectionPool(host='ahdb.csbb.ntu.edu.tw', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f7b50395ee0>, 'Connection to ahdb.csbb.ntu.edu.tw timed out. (connect timeout=5)'))",,"(22.9908,120.2133), ","http://web.archive.org/web/20220418015226/http://ahdb.ee.ncku.edu.tw/, http://web.archive.org/web/20150429222327/http://ahdb.csbb.ntu.edu.tw:80/",2011-11-13,"Department of Electrical Engineering, National Cheng Kung University, Tainan 70101, Taiwan. darby@mail.ncku.edu.tw","Chang DT, Yao TJ, Fan CY, Chiang CY, Bai YH",,,11.0,
24217911,AgeFactDB,0.997452736,AgeFactDB,0.997452736,JenAge Ageing Factor Database,0.809117585,1,http://agefactdb.jenage.de,200,,"(50.9787,11.0328)",http://web.archive.org/web/20221016233555/https://agefactdb.jenage.de/,2013-11-11,"Biocomputing Group, Leibniz Institute for Age Research - Fritz Lipmann Institute, Jena Centre for Systems Biology of Ageing - JenAge, Beutenbergstrasse 11, Jena, Germany.","HÃ¼hne R, Thalheim T, SÃ¼hnel J",,,28.0,Germany
25392419,AHTPDB,0.997885823,AHTPDB,0.997885823,,0,1,http://crdd.osdd.net/raghava/ahtpdb,"HTTPConnectionPool(host='crdd.osdd.net', port=80): Max retries exceeded with url: /raghava/ahtpdb (Caused by ReadTimeoutError(""HTTPConnectionPool(host='crdd.osdd.net', port=80): Read timed out. (read timeout=5)""))",,,http://web.archive.org/web/20211020204914/http://crdd.osdd.net/raghava/ahtpdb/,2014-11-11,"Bioinformatics Centre, CSIR-Institute of Microbial Technology, Chandigarh 160036, India.","Kumar R, Chaudhary K, Sharma M, Nagpal G, Chauhan JS, Singh S, Gautam A, Raghava GP",,,46.0,India
25853886,ALDB,0.989124298,ALDB,0.989124298,nimal,0.511159897,1,http://res.xaut.edu.cn/aldb/index.jsp,404,,,http://web.archive.org/web/20170201113523/http://res.xaut.edu.cn:80/aldb/index.jsp,2015-04-08,"School of Computer Science and Technology, Xidian University, Xi'an, Shaanxi, PR China; School of Computer Science and Engineering, Xi'an University of Technology, Xi'an, Shaanxi, PR China.","Li A, Zhang J, Zhou Z, Wang L, Liu Y, Liu Y",,,56.0,"China, China"
