epoch,train_precision,train_recall,train_f1,train_loss,val_precision,val_recall,val_f1,val_loss,model_name
6,1.0,1.0,1.0,5.139963606143498e-05,0.9090909090909092,0.75,0.821917808219178,0.0261559203792796,dmis-lab/biobert-v1.1
7,1.0,1.0,1.0,3.8080539161169135e-05,0.8611111111111112,0.775,0.8157894736842106,0.0269533877331271,dmis-lab/biobert-v1.1
8,1.0,1.0,1.0,3.008640652806465e-05,0.8378378378378378,0.775,0.8051948051948051,0.0277318534402487,dmis-lab/biobert-v1.1
9,1.0,1.0,1.0,2.463689066397747e-05,0.8378378378378378,0.775,0.8051948051948051,0.028430018061113,dmis-lab/biobert-v1.1
0,0.952802359882006,0.8433420365535248,0.8947368421052633,0.010448207451989,0.90625,0.725,0.8055555555555555,0.0163885995323927,kamalkraj/bioelectra-base-discriminator-pubmed
1,0.9150485436893204,0.9843342036553524,0.9484276729559749,0.0062379946967423,0.7291666666666666,0.875,0.7954545454545454,0.0201589698499103,kamalkraj/bioelectra-base-discriminator-pubmed
2,0.9477611940298508,0.9947780678851176,0.9707006369426752,0.0033580961518306,0.7391304347826086,0.85,0.7906976744186046,0.0240410060604225,kamalkraj/bioelectra-base-discriminator-pubmed
3,0.9455445544554456,0.9973890339425588,0.9707750952986024,0.0026517638641609,0.6666666666666666,0.85,0.7472527472527473,0.0331022254419776,kamalkraj/bioelectra-base-discriminator-pubmed
4,0.9973614775725592,0.9869451697127938,0.9921259842519684,0.0014082801262602,0.8611111111111112,0.775,0.8157894736842106,0.0228158536618985,kamalkraj/bioelectra-base-discriminator-pubmed
5,1.0,0.9973890339425588,0.9986928104575163,0.0005542292834646,0.8048780487804879,0.825,0.8148148148148149,0.0210400264265027,kamalkraj/bioelectra-base-discriminator-pubmed
6,1.0,0.9973890339425588,0.9986928104575163,0.000453035778515,0.8095238095238095,0.85,0.8292682926829269,0.0238880222376271,kamalkraj/bioelectra-base-discriminator-pubmed
7,1.0,0.9973890339425588,0.9986928104575163,0.0004241108929942,0.8095238095238095,0.85,0.8292682926829269,0.0248525578458354,kamalkraj/bioelectra-base-discriminator-pubmed
8,1.0,0.9973890339425588,0.9986928104575163,0.0004104754462408,0.8095238095238095,0.85,0.8292682926829269,0.0253706616847395,kamalkraj/bioelectra-base-discriminator-pubmed
9,1.0,0.9973890339425588,0.9986928104575163,0.0004062545524324,0.8095238095238095,0.85,0.8292682926829269,0.0255554964393963,kamalkraj/bioelectra-base-discriminator-pubmed
0,0.9775280898876404,0.6814621409921671,0.803076923076923,0.0098710438637305,0.9130434782608696,0.525,0.6666666666666667,0.0129476453898087,kamalkraj/bioelectra-base-discriminator-pubmed-pmc
1,0.96448087431694,0.9216710182767625,0.9425901201602136,0.0037882313017797,0.7692307692307693,0.75,0.7594936708860761,0.0110442927985821,kamalkraj/bioelectra-base-discriminator-pubmed-pmc
2,0.9867724867724867,0.9738903394255874,0.9802890932982918,0.0016966263130248,0.8,0.8,0.8000000000000002,0.0098878804992579,kamalkraj/bioelectra-base-discriminator-pubmed-pmc
3,0.9947368421052633,0.9869451697127938,0.9908256880733946,0.0008505548205934,0.7804878048780488,0.8,0.7901234567901235,0.0102575201096024,kamalkraj/bioelectra-base-discriminator-pubmed-pmc
4,1.0,0.9895561357702348,0.994750656167979,0.0004228915779948,0.723404255319149,0.85,0.7816091954022989,0.0135981246547878,kamalkraj/bioelectra-base-discriminator-pubmed-pmc
5,1.0,0.9895561357702348,0.994750656167979,0.0002009521190435,0.8571428571428571,0.75,0.7999999999999999,0.0119985120851288,kamalkraj/bioelectra-base-discriminator-pubmed-pmc
6,1.0,1.0,1.0,0.0001222710319632,0.8048780487804879,0.825,0.8148148148148149,0.0129293030912771,kamalkraj/bioelectra-base-discriminator-pubmed-pmc
7,1.0,1.0,1.0,9.563790452266604e-05,0.7857142857142857,0.825,0.8048780487804876,0.0134202971023583,kamalkraj/bioelectra-base-discriminator-pubmed-pmc
8,1.0,1.0,1.0,8.425928776683043e-05,0.7857142857142857,0.825,0.8048780487804876,0.0136715520477894,kamalkraj/bioelectra-base-discriminator-pubmed-pmc
9,1.0,1.0,1.0,8.080499151309143e-05,0.7857142857142857,0.825,0.8048780487804876,0.0137591594420139,kamalkraj/bioelectra-base-discriminator-pubmed-pmc
0,0.9324324324324323,0.9007832898172324,0.9163346613545816,0.009458284904348,0.8157894736842105,0.775,0.7948717948717949,0.0189683387676874,allenai/biomed_roberta_base
1,0.9425,0.9843342036553524,0.962962962962963,0.0051140032622044,0.7391304347826086,0.85,0.7906976744186046,0.022145742702784,allenai/biomed_roberta_base
2,0.8721461187214612,0.9973890339425588,0.930572472594397,0.0075299719919526,0.660377358490566,0.875,0.7526881720430108,0.0311827708691733,allenai/biomed_roberta_base
3,0.9973544973544972,0.9843342036553524,0.990801576872536,0.0013542871350177,0.8823529411764706,0.75,0.8108108108108107,0.027826228249326,allenai/biomed_roberta_base
4,0.9973614775725592,0.9869451697127938,0.9921259842519684,0.0005968241960891,0.9117647058823528,0.775,0.8378378378378379,0.0256080028696905,allenai/biomed_roberta_base
5,0.9973684210526316,0.9895561357702348,0.9934469200524246,0.000726024541111,0.8611111111111112,0.775,0.8157894736842106,0.0270600927435008,allenai/biomed_roberta_base
6,0.9948051948051948,1.0,0.9973958333333334,0.0002773666454473,0.8,0.8,0.8000000000000002,0.0288550823519838,allenai/biomed_roberta_base
7,1.0,1.0,1.0,4.4769566775673165e-05,0.8205128205128205,0.8,0.810126582278481,0.0301240103366146,allenai/biomed_roberta_base
8,1.0,1.0,1.0,2.552156209181686e-05,0.8205128205128205,0.8,0.810126582278481,0.0317793183190507,allenai/biomed_roberta_base
9,1.0,1.0,1.0,2.049952794517368e-05,0.8205128205128205,0.8,0.810126582278481,0.0326702112429731,allenai/biomed_roberta_base
0,0.959375,0.8015665796344648,0.8733997155049786,0.0111719130885539,0.8484848484848485,0.7,0.7671232876712328,0.0180060282677599,allenai/dsp_roberta_base_dapt_biomed_tapt_chemprot_4169
1,0.9637305699481864,0.9712793733681462,0.9674902470741222,0.0037045829160281,0.775,0.775,0.775,0.020442303480967,allenai/dsp_roberta_base_dapt_biomed_tapt_chemprot_4169
2,0.9597989949748744,0.9973890339425588,0.9782330345710628,0.0025039945328732,0.72,0.9,0.7999999999999999,0.0314478816804271,allenai/dsp_roberta_base_dapt_biomed_tapt_chemprot_4169
3,0.9895287958115184,0.9869451697127938,0.9882352941176472,0.0014559273474825,0.8333333333333334,0.75,0.7894736842105262,0.0275555027234397,allenai/dsp_roberta_base_dapt_biomed_tapt_chemprot_4169
4,0.9695431472081218,0.9973890339425588,0.9832689832689832,0.0016717212987473,0.7555555555555555,0.85,0.7999999999999998,0.0264891188016231,allenai/dsp_roberta_base_dapt_biomed_tapt_chemprot_4169
5,1.0,0.9712793733681462,0.9854304635761588,0.0014181794299908,0.90625,0.725,0.8055555555555555,0.0304121408254968,allenai/dsp_roberta_base_dapt_biomed_tapt_chemprot_4169
6,1.0,0.9451697127937336,0.9718120805369128,0.0027025421080537,0.9333333333333332,0.7,0.8,0.0345163681176813,allenai/dsp_roberta_base_dapt_biomed_tapt_chemprot_4169
7,1.0,0.9973890339425588,0.9986928104575163,0.0001169731697609,0.825,0.825,0.825,0.029361976673951,allenai/dsp_roberta_base_dapt_biomed_tapt_chemprot_4169
8,0.9973958333333334,1.0,0.998696219035202,7.570717397341879e-05,0.7857142857142857,0.825,0.8048780487804876,0.0342164667293578,allenai/dsp_roberta_base_dapt_biomed_tapt_chemprot_4169
9,1.0,1.0,1.0,1.4980794216353532e-05,0.8461538461538461,0.825,0.8354430379746836,0.0343511277357073,allenai/dsp_roberta_base_dapt_biomed_tapt_chemprot_4169
0,0.8911392405063291,0.9190600522193212,0.9048843187660668,0.011126310176343,0.7441860465116279,0.8,0.7710843373493975,0.0160700836037314,allenai/dsp_roberta_base_dapt_biomed_tapt_rct_500
1,0.8613636363636363,0.9895561357702348,0.9210206561360874,0.0093407184311237,0.6481481481481481,0.875,0.7446808510638299,0.022833876452356,allenai/dsp_roberta_base_dapt_biomed_tapt_rct_500
2,0.992063492063492,0.97911227154047,0.985545335085414,0.0016606553812519,0.8421052631578947,0.8,0.8205128205128205,0.0250707667104243,allenai/dsp_roberta_base_dapt_biomed_tapt_rct_500
3,0.9895833333333334,0.9921671018276762,0.9908735332464148,0.001136848732658,0.7857142857142857,0.825,0.8048780487804876,0.0249205354217486,allenai/dsp_roberta_base_dapt_biomed_tapt_rct_500
4,0.992084432717678,0.9817232375979112,0.9868766404199476,0.0016189292562212,0.8888888888888888,0.8,0.8421052631578948,0.0258653925251473,allenai/dsp_roberta_base_dapt_biomed_tapt_rct_500
5,0.9972677595628416,0.9530026109660574,0.9746328437917224,0.0027853340157098,0.9393939393939394,0.775,0.8493150684931509,0.023250331797596,allenai/dsp_roberta_base_dapt_biomed_tapt_rct_500
6,0.9947916666666666,0.9973890339425588,0.9960886571056062,0.0006795547146847,0.8292682926829268,0.85,0.8395061728395061,0.0229691751894347,allenai/dsp_roberta_base_dapt_biomed_tapt_rct_500
7,1.0,0.9973890339425588,0.9986928104575163,0.000164385461997,0.85,0.85,0.85,0.0262860214533928,allenai/dsp_roberta_base_dapt_biomed_tapt_rct_500
8,1.0,0.9973890339425588,0.9986928104575163,0.0001107595671611,0.868421052631579,0.825,0.8461538461538461,0.0284146948449559,allenai/dsp_roberta_base_dapt_biomed_tapt_rct_500
9,1.0,0.9973890339425588,0.9986928104575163,8.120022795234284e-05,0.868421052631579,0.825,0.8461538461538461,0.0291836398744109,allenai/dsp_roberta_base_dapt_biomed_tapt_rct_500
0,0.9316939890710384,0.8903394255874674,0.910547396528705,0.0097204311226088,0.775,0.775,0.775,0.0184039794986352,bionlp/bluebert_pubmed_uncased_L-12_H-768_A-12
1,0.942211055276382,0.97911227154047,0.9603072983354674,0.0049520657537982,0.7446808510638298,0.875,0.8045977011494252,0.0232435391758972,bionlp/bluebert_pubmed_uncased_L-12_H-768_A-12
2,0.9868766404199476,0.9817232375979112,0.9842931937172776,0.0023055454228774,0.7435897435897436,0.725,0.7341772151898733,0.0268500688655665,bionlp/bluebert_pubmed_uncased_L-12_H-768_A-12
3,1.0,0.9712793733681462,0.9854304635761588,0.001936240968279,0.8285714285714286,0.725,0.7733333333333333,0.0274028305254244,bionlp/bluebert_pubmed_uncased_L-12_H-768_A-12
4,0.9973890339425588,0.9973890339425588,0.9973890339425588,0.000577839820369,0.717391304347826,0.825,0.7674418604651162,0.028982650629192,bionlp/bluebert_pubmed_uncased_L-12_H-768_A-12
5,1.0,1.0,1.0,0.0002405349209418,0.7333333333333333,0.825,0.776470588235294,0.0337643453371037,bionlp/bluebert_pubmed_uncased_L-12_H-768_A-12
6,1.0,1.0,1.0,0.0001342730608404,0.775,0.775,0.775,0.0346616045440072,bionlp/bluebert_pubmed_uncased_L-12_H-768_A-12
7,1.0,1.0,1.0,0.0001092123188235,0.775,0.775,0.775,0.0356969334464813,bionlp/bluebert_pubmed_uncased_L-12_H-768_A-12
8,1.0,1.0,1.0,9.770086264477014e-05,0.775,0.775,0.775,0.036310342414328,bionlp/bluebert_pubmed_uncased_L-12_H-768_A-12
9,1.0,1.0,1.0,9.435002507283768e-05,0.775,0.775,0.775,0.0365231356374134,bionlp/bluebert_pubmed_uncased_L-12_H-768_A-12
0,0.7700892857142857,0.9007832898172324,0.8303249097472922,0.0089871501528061,0.6363636363636364,0.875,0.7368421052631579,0.0114113306099513,bionlp/bluebert_pubmed_mimic_uncased_L-12_H-768_A-12
1,0.8894348894348895,0.9451697127937336,0.9164556962025316,0.004715619056865,0.6875,0.825,0.75,0.0115806370411279,bionlp/bluebert_pubmed_mimic_uncased_L-12_H-768_A-12
2,0.9833795013850416,0.9268929503916448,0.9543010752688172,0.0023050950810759,0.8285714285714286,0.725,0.7733333333333333,0.0103560693608889,bionlp/bluebert_pubmed_mimic_uncased_L-12_H-768_A-12
3,0.9921259842519684,0.9869451697127938,0.9895287958115184,0.0009344734671291,0.8157894736842105,0.775,0.7948717948717949,0.0119206028164557,bionlp/bluebert_pubmed_mimic_uncased_L-12_H-768_A-12
4,1.0,0.9947780678851176,0.9973821989528796,0.0003406010594562,0.6888888888888889,0.775,0.7294117647058822,0.01417401901581,bionlp/bluebert_pubmed_mimic_uncased_L-12_H-768_A-12
5,1.0,0.9973890339425588,0.9986928104575163,0.0001609144364303,0.775,0.775,0.775,0.0165084103743235,bionlp/bluebert_pubmed_mimic_uncased_L-12_H-768_A-12
6,1.0,0.9973890339425588,0.9986928104575163,9.81492054787405e-05,0.7111111111111111,0.8,0.7529411764705882,0.0178782761846698,bionlp/bluebert_pubmed_mimic_uncased_L-12_H-768_A-12
7,1.0,0.9973890339425588,0.9986928104575163,5.37390858936729e-05,0.7619047619047619,0.8,0.7804878048780488,0.0183894345595401,bionlp/bluebert_pubmed_mimic_uncased_L-12_H-768_A-12
8,1.0,1.0,1.0,2.6995710758132737e-05,0.7804878048780488,0.8,0.7901234567901235,0.0190801860401465,bionlp/bluebert_pubmed_mimic_uncased_L-12_H-768_A-12
9,1.0,1.0,1.0,1.873862159961704e-05,0.7692307692307693,0.75,0.7594936708860761,0.0197369941750412,bionlp/bluebert_pubmed_mimic_uncased_L-12_H-768_A-12
0,0.9182561307901907,0.8798955613577023,0.8986666666666666,0.0123936850269353,0.7631578947368421,0.725,0.7435897435897436,0.0221179312317626,giacomomiolo/electramed_base_scivocab_1M
1,0.9282178217821784,0.97911227154047,0.9529860228716646,0.0063284333263963,0.7083333333333334,0.85,0.7727272727272727,0.0195594689451486,giacomomiolo/electramed_base_scivocab_1M
2,0.992084432717678,0.9817232375979112,0.9868766404199476,0.0019137250946451,0.8285714285714286,0.725,0.7733333333333333,0.0273712528078764,giacomomiolo/electramed_base_scivocab_1M
3,0.9973614775725592,0.9869451697127938,0.9921259842519684,0.0010245115020282,0.8648648648648649,0.8,0.8311688311688312,0.0271794852645446,giacomomiolo/electramed_base_scivocab_1M
4,0.9973958333333334,1.0,0.998696219035202,0.0007772715169631,0.8421052631578947,0.8,0.8205128205128205,0.0234039964757672,giacomomiolo/electramed_base_scivocab_1M
5,1.0,1.0,1.0,0.0001899724463118,0.868421052631579,0.825,0.8461538461538461,0.0270650059785752,giacomomiolo/electramed_base_scivocab_1M
6,1.0,1.0,1.0,0.0002256837288002,0.8048780487804879,0.825,0.8148148148148149,0.0286338748293196,giacomomiolo/electramed_base_scivocab_1M
7,1.0,1.0,1.0,0.000119053208162,0.8461538461538461,0.825,0.8354430379746836,0.0299731507152758,giacomomiolo/electramed_base_scivocab_1M
8,1.0,1.0,1.0,0.0001050709833286,0.8461538461538461,0.825,0.8354430379746836,0.0305941727542488,giacomomiolo/electramed_base_scivocab_1M
9,1.0,1.0,1.0,0.0001009992491053,0.8461538461538461,0.825,0.8354430379746836,0.0307870977730255,giacomomiolo/electramed_base_scivocab_1M
0,0.9032258064516128,0.9503916449086162,0.926208651399491,0.0090855596171672,0.7608695652173914,0.875,0.813953488372093,0.014680154996473,cambridgeltl/SapBERT-from-PubMedBERT-fulltext
1,0.9223300970873788,0.9921671018276762,0.9559748427672956,0.0053301974910864,0.7450980392156863,0.95,0.8351648351648352,0.0185005793687682,cambridgeltl/SapBERT-from-PubMedBERT-fulltext
2,0.9869791666666666,0.9895561357702348,0.9882659713168188,0.001456522852677,0.868421052631579,0.825,0.8461538461538461,0.0175446086129724,cambridgeltl/SapBERT-from-PubMedBERT-fulltext
3,1.0,0.93733681462141,0.967654986522911,0.0038747513687665,0.896551724137931,0.65,0.7536231884057972,0.0260131328876288,cambridgeltl/SapBERT-from-PubMedBERT-fulltext
4,1.0,1.0,1.0,0.0002029667587523,0.875,0.875,0.875,0.0180330742809499,cambridgeltl/SapBERT-from-PubMedBERT-fulltext
5,1.0,1.0,1.0,8.448641662837437e-05,0.875,0.875,0.875,0.0214966058712042,cambridgeltl/SapBERT-from-PubMedBERT-fulltext
6,1.0,1.0,1.0,5.610443015382504e-05,0.8974358974358975,0.875,0.8860759493670887,0.022435673217087,cambridgeltl/SapBERT-from-PubMedBERT-fulltext
7,1.0,1.0,1.0,4.216413999543657e-05,0.8974358974358975,0.875,0.8860759493670887,0.0234750265335377,cambridgeltl/SapBERT-from-PubMedBERT-fulltext
8,1.0,1.0,1.0,3.331892964429419e-05,0.8974358974358975,0.875,0.8860759493670887,0.0243448966271361,cambridgeltl/SapBERT-from-PubMedBERT-fulltext
9,1.0,1.0,1.0,2.721993097965e-05,0.8974358974358975,0.875,0.8860759493670887,0.0251000898351318,cambridgeltl/SapBERT-from-PubMedBERT-fulltext
0,0.8044943820224719,0.9347258485639688,0.8647342995169082,0.0069129740022316,0.6851851851851852,0.925,0.7872340425531915,0.0093606969564215,cambridgeltl/SapBERT-from-PubMedBERT-fulltext-mean-token
1,0.9721448467966574,0.9112271540469974,0.9407008086253368,0.0034070002491944,0.90625,0.725,0.8055555555555555,0.0072937042645688,cambridgeltl/SapBERT-from-PubMedBERT-fulltext-mean-token
2,0.9973544973544972,0.9843342036553524,0.990801576872536,0.001025950127348,0.9117647058823528,0.775,0.8378378378378379,0.0076767274606152,cambridgeltl/SapBERT-from-PubMedBERT-fulltext-mean-token
3,1.0,0.9973890339425588,0.9986928104575163,0.0003208194821162,0.8461538461538461,0.825,0.8354430379746836,0.0085242483413444,cambridgeltl/SapBERT-from-PubMedBERT-fulltext-mean-token
4,1.0,1.0,1.0,0.0001106637185461,0.8333333333333334,0.875,0.8536585365853658,0.0100440775635857,cambridgeltl/SapBERT-from-PubMedBERT-fulltext-mean-token
5,1.0,1.0,1.0,6.788832001928226e-05,0.7954545454545454,0.875,0.8333333333333334,0.0118065250088583,cambridgeltl/SapBERT-from-PubMedBERT-fulltext-mean-token
6,1.0,1.0,1.0,3.709093445744674e-05,0.8461538461538461,0.825,0.8354430379746836,0.0111954702333834,cambridgeltl/SapBERT-from-PubMedBERT-fulltext-mean-token
7,1.0,1.0,1.0,2.8715360463120577e-05,0.8292682926829268,0.85,0.8395061728395061,0.0115355234476005,cambridgeltl/SapBERT-from-PubMedBERT-fulltext-mean-token
8,1.0,1.0,1.0,2.327173428317874e-05,0.8292682926829268,0.85,0.8395061728395061,0.0117884388884658,cambridgeltl/SapBERT-from-PubMedBERT-fulltext-mean-token
9,1.0,1.0,1.0,1.942019583400518e-05,0.8292682926829268,0.85,0.8395061728395061,0.0120221741919247,cambridgeltl/SapBERT-from-PubMedBERT-fulltext-mean-token
0,0.9152119700748128,0.95822454308094,0.9362244897959184,0.0079096968016397,0.7954545454545454,0.875,0.8333333333333334,0.0142115249105219,allenai/scibert_scivocab_uncased
1,0.9180722891566264,0.9947780678851176,0.9548872180451128,0.0048848107872549,0.7,0.875,0.7777777777777777,0.0190920329553151,allenai/scibert_scivocab_uncased
2,0.9921875,0.9947780678851176,0.9934810951760104,0.0009244462695167,0.7608695652173914,0.875,0.813953488372093,0.0238953338461523,allenai/scibert_scivocab_uncased
3,1.0,0.9216710182767625,0.9592391304347826,0.0051621664254456,0.9032258064516128,0.7,0.7887323943661972,0.0314924740583969,allenai/scibert_scivocab_uncased
4,1.0,0.93733681462141,0.967654986522911,0.0025737051991672,0.9333333333333332,0.7,0.8,0.0278697592116974,allenai/scibert_scivocab_uncased
5,0.9871134020618556,1.0,0.993514915693904,0.000933740126056,0.7659574468085106,0.9,0.8275862068965516,0.0300782336472715,allenai/scibert_scivocab_uncased
6,1.0,0.9660574412532638,0.9827357237715804,0.0020053387968434,0.8571428571428571,0.75,0.7999999999999999,0.032056502511347,allenai/scibert_scivocab_uncased
7,0.9921671018276762,0.9921671018276762,0.9921671018276762,0.0008296812519392,0.7857142857142857,0.825,0.8048780487804876,0.0349798135885181,allenai/scibert_scivocab_uncased
8,1.0,0.9973890339425588,0.9986928104575163,0.0004016227318717,0.8421052631578947,0.8,0.8205128205128205,0.0345200855634907,allenai/scibert_scivocab_uncased
9,0.9973544973544972,0.9843342036553524,0.990801576872536,0.0011678959125322,0.8857142857142857,0.775,0.8266666666666667,0.033289002526241,allenai/scibert_scivocab_uncased
0,0.9054726368159204,0.9503916449086162,0.9273885350318471,0.0083955201379796,0.7083333333333334,0.85,0.7727272727272727,0.0152657362837461,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract
1,0.931372549019608,0.9921671018276762,0.9608091024020228,0.0043510300238668,0.72,0.9,0.7999999999999999,0.0185425912363911,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract
2,0.9947643979057592,0.9921671018276762,0.9934640522875816,0.0009955423226333,0.8205128205128205,0.8,0.810126582278481,0.0244050195811128,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract
3,1.0,0.9608355091383812,0.9800266311584556,0.0024627792050656,0.896551724137931,0.65,0.7536231884057972,0.0292804092996162,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract
4,1.0,0.9921671018276762,0.9960681520314548,0.0008218421200231,0.90625,0.725,0.8055555555555555,0.0245634458494905,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract
5,1.0,1.0,1.0,0.0001054827131769,0.8292682926829268,0.85,0.8395061728395061,0.0245467224484163,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract
6,1.0,1.0,1.0,5.952719475804638e-05,0.8918918918918919,0.825,0.8571428571428571,0.025383336780704,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract
7,1.0,1.0,1.0,4.82193034751762e-05,0.8918918918918919,0.825,0.8571428571428571,0.0260377795512,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract
8,1.0,1.0,1.0,4.306133561110795e-05,0.8918918918918919,0.825,0.8571428571428571,0.0264208167983561,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract
9,1.0,1.0,1.0,4.150422162543674e-05,0.8918918918918919,0.825,0.8571428571428571,0.0265529194845651,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract
0,0.8151447661469933,0.9556135770234988,0.8798076923076923,0.0069137870783971,0.6727272727272727,0.925,0.7789473684210527,0.0117349629319688,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext
1,0.975609756097561,0.9399477806788512,0.9574468085106382,0.0023269604963461,0.868421052631579,0.825,0.8461538461538461,0.0076778614952129,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext
2,1.0,0.9921671018276762,0.9960681520314548,0.0006114699209213,0.8536585365853658,0.875,0.8641975308641976,0.0073124838981238,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext
3,0.9973890339425588,0.9973890339425588,0.9973890339425588,0.0002519216271406,0.8,0.9,0.8470588235294118,0.0090778383584517,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext
4,1.0,0.9973890339425588,0.9986928104575163,0.0001543998945588,0.8571428571428571,0.9,0.8780487804878048,0.0101745394614976,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext
5,1.0,0.9973890339425588,0.9986928104575163,7.890069298005837e-05,0.85,0.85,0.85,0.0103295742059653,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext
6,1.0,1.0,1.0,5.760939798770668e-05,0.85,0.85,0.85,0.0106064411079358,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext
7,1.0,1.0,1.0,4.772710740688081e-05,0.85,0.85,0.85,0.0108314802717862,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext
8,1.0,1.0,1.0,4.3163261537046015e-05,0.85,0.85,0.85,0.0109703777439939,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext
9,1.0,1.0,1.0,4.183565290465693e-05,0.85,0.85,0.85,0.0110197944461174,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext
